L,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county
971,WmGizyckWIOS_Wodoc,PL0485A,WIOŚ Giżycko ul.Wodociągowa,WmGizyckWIOS_Wodoc,1/1/2009,12/31/2009,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Giżycko,ul. Wodociągowa,54.0425,21.781389,powiat giżycki
972,WmGizyckWSSE_Suwals,PL0458A,Gizycko-PSSE-Suwalska,WmGizyckWSSE_Suwals,1/3/2003,12/31/2009,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Giżycko,ul. Suwalska 3,54.036389,21.786389,powiat giżycki
973,WmGlitajn,PL0654A,WIOŚ Glitajny,WmGlitajn,4/7/2015,2/22/2021,industrial,suburban,dust collector,WARMIŃSKO-MAZURSKIE,Glitajny,,54.184728,21.152914,powiat kętrzyński
974,WmGoldJacwie,PL0312A,"Gołdap, ul. Jaćwieska",,6/7/2005,,background,urban,container,WARMIŃSKO-MAZURSKIE,Gołdap,ul. Jaćwieska 17,54.305908,22.307681,powiat gołdapski
975,WmGoldUzdrowMOB,PL0750A,WIOŚ Gołdap-Uzdrowisko,WmGoldUzdrowMOB,1/1/2019,12/31/2019,background,urban,mobile,WARMIŃSKO-MAZURSKIE,Gołdap,Promenada Zdrojowa 20,54.328176,22.332173,powiat gołdapski
976,WmIlawAnders,PL0598A,"Iława, ul.Andersa",,1/1/2013,,background,urban,dust collector,WARMIŃSKO-MAZURSKIE,Iława,Andersa 8a,53.587873,19.564908,powiat iławski
977,WmIlawaWSSE_Anders,PL0459A,Ilawa-PSSE-Andersa,WmIlawaWSSE_Anders,1/3/2003,12/31/2009,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Iława,ul. Andersa 8,53.586944,19.583333,powiat iławski
978,WmKetrzWSSE_Pilsud,PL0460A,Ketrzyn-PSSE-Piłsudskiego,WmKetrzWSSE_Pilsud,1/3/2003,12/31/2009,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Kętrzyn,pl. Piłsudskiego,54.078333,21.371944,powiat kętrzyński
979,WmKorszeR,PL0655A,WIOŚ Korsze,WmKorszeR,9/4/2014,3/30/2017,background,urban,dust collector,WARMIŃSKO-MAZURSKIE,Korsze,Reymonta 2,54.170325,21.13505,powiat kętrzyński
980,WmMragowWSSE_Krolew,,Mragowo-WSSE-Krolewiecka,WmMragowWSSE_Krolew,1/3/2003,12/31/2004,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Mrągowo,ul. Królewiecka 60b,53.874444,21.303611,powiat mrągowski
981,WmMragParkow,PL0296A,WIOŚ Mrągowo ul. Parkowa,WmMragowWIOS_Parkowa,8/1/2005,12/31/2016,background,urban,container,WARMIŃSKO-MAZURSKIE,Mrągowo,ul. Parkowa,53.866133,21.296122,powiat mrągowski
982,WmNiTraugutt,PL0531A,"Nidzica, ul.Traugutta",,3/27/2009,,background,urban,dust collector,WARMIŃSKO-MAZURSKIE,Nidzica,ul. Traugutta,53.361112,20.422046,powiat nidzicki
983,WmOlsPuszkin,PL0175A,"Olsztyn, ul. Puszkina",,6/1/2004,,background,urban,container,WARMIŃSKO-MAZURSKIE,Olsztyn,ul. Puszkina 16,53.789233,20.486075,Olsztyn
984,WmOlsztyWSSE_Niepodl,PL0461A,Olsztyn - WSSE - Niepodległości,WmOlsztyWSSE_Niepodl,1/1/2003,12/31/2009,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Olsztyn,ul. Niepodległości,53.770833,20.49,Olsztyn
985,WmOlsztyWSSE_Zolnier,PL0297A,Olsztyn - WSEE Żołnierska,WmOlsztyWSSE_Zolnier,1/1/2003,12/31/2009,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Olsztyn,ul. Żołnierska,53.770833,20.49,Olsztyn
986,WmOstrChrobr,PL0176A,WIOŚ Ostróda ul. Chrobrego,WmOstrodWIOS_Chrobre,6/1/2004,12/31/2016,background,urban,container,WARMIŃSKO-MAZURSKIE,Ostróda,ul. Chrobrego 3,53.692469,19.969778,powiat ostródzki
987,WmOstrodWSSE_Czarnec,PL0462A,Ostroda-PSSE-Czarneckiego,WmOstrodWSSE_Czarnec,1/3/2003,12/31/2009,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Ostróda,ul. Czarneckiego,53.696111,19.963333,powiat ostródzki
988,WmOstrPilsud,PL0682A,"Ostróda, ul. Piłsudskiego",,1/1/2017,,background,urban,container,WARMIŃSKO-MAZURSKIE,Ostróda,Piłsudskiego 4,53.694587,19.969041,powiat ostródzki
989,WmPuszczaBor,PL0005R,"Diabla Góra, Puszcza Borecka",,1/1/1994,,background,nonurban,distributed,WARMIŃSKO-MAZURSKIE,Diabla Góra,Diabla Góra,54.124819,22.038056,powiat giżycki
990,WmSzczytWSSE_Sklodow,PL0463A,Szczytno-PSSE-Skłodowskiej,WmSzczytWSSE_Sklodow,1/3/2003,12/31/2009,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Szczytno,ul. Curie Skłodowskiej,53.565278,20.988889,powiat szczycieński
991,WpBoroDrapal,PL0573A,"Borówiec, ul. Drapałka",,1/1/2011,,background,nonurban,container,WIELKOPOLSKIE,Borówiec,ul. Drapałka 4,52.276794,17.074114,powiat poznański
992,WpChodziez57196,,Chodzież ul. Reymonta 12,WpChodziez57196,1/1/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Chodzież,ul. Reymonta 12,-999,-999,
993,WpGniePaczko,PL0569A,"Gniezno, ul. Paczkowskiego",,1/1/2011,,background,urban,dust collector,WIELKOPOLSKIE,Gniezno,ul. Paczkowskiego,52.539861,17.611961,powiat gnieźnieński
994,WpGniezno63302,,"Gniezno, ul. Jana Pawła II 2",WpGniezno63302,1/1/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Gniezno,ul. Jana Pawła II 2,-999,-999,Gnie?nie?ski.
995,WpGnieznoPM10,PL0177A,"Gniezno, ul Jana Pawła II 2PM10",WpGnieznoPM10,4/1/2004,5/31/2011,background,urban,NO DATA,WIELKOPOLSKIE,Gniezno,ul. Jana Pawła II 2,52.536111,17.605278,powiat gnieźnieński
996,WpGostyn41153,,"Gostyń, ul. K. Marcinkowskiego 8/9",WpGostyn41153,4/22/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Gostyń,ul. K. Marcinkowskiego 8/9,-999,-999,Gosty?.
997,WpJarocin25218,,"Jarocin, ul. Wąska 2",WpJarocin25218,4/14/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Jarocin,ul. Wąska 2,-999,-999,Jaroci?ski.
998,WpKaliSawick,PL0503A,"Kalisz, ul. Wyszyńskiego",,1/1/2010,,background,urban,container,WIELKOPOLSKIE,Kalisz,ul. Wyszyńskiego,51.748103,18.04931,Kalisz
999,WpKalisz25001,,"Kalisz, ul. Serbinowska 5",WpKalisz25001,4/14/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Kalisz,ul. Serbinowska 5,-999,-999,Kalisz
1000,WpKalisz25002,,"Kalisz, ul. Nowy Świat 2a",WpKalisz25002,4/14/2003,12/31/2005,background,urban,in-house,WIELKOPOLSKIE,Kalisz,ul. Nowy Świat 2a,-999,-999,Kalisz
1001,WpKaliszMajkow,PL0464A,"Kalisz, ul. Tuwima 4",WpKaliszMajkow,4/25/2003,12/31/2009,background,urban,in-house,WIELKOPOLSKIE,Kalisz,ul. Tuwima 4,51.775,18.080556,Kalisz
1002,WpKaliszPM10,PL0178A,"Kalisz, ul. Nowy Świat 2aPM10",WpKaliszPM10,1/1/2007,12/31/2009,background,urban,NO DATA,WIELKOPOLSKIE,Kalisz,ul. Nowy Świat 2a,51.757222,18.086667,Kalisz
1003,WpKaliszRynek251010,,"Kalisz, Rynek Główny",WpKaliszRynek251010,4/25/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Kalisz,ul. Rynek Główny 20,-999,-999,Kalisz
1004,WpKolo31186,,"Koło, ul. Sportowa",WpKolo31186,4/14/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Koło,ul. Sportowa,-999,-999,
1005,WpKonin31017,,"Konin, ul. Wieniawskiego 8",WpKonin31017,4/25/2003,12/31/2004,background,urban,container,WIELKOPOLSKIE,Konin,ul. Wieniawskiego 8,-999,-999,Konin
1006,WpKonin31018,,"Konin, ul. Leśna 23",WpKonin31018,4/14/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Konin,ul. Leśna 21,-999,-999,Konin
1007,WpKoninStaszica,,"Konin, ul. Staszica 16",WpKoninStaszica,3/1/2004,12/31/2005,background,urban,in-house,WIELKOPOLSKIE,Konin,ul. Staszica 16,-999,-999,Konin
1008,WpKoniWyszyn,PL0031A,"Konin, ul. Wyszyńskiego",,3/3/2003,,background,urban,container,WIELKOPOLSKIE,Konin,ul. Wyszyńskiego 3,52.225633,18.269036,Konin
1009,WpKoscian41251,,"Kościan, ul Piaskowa 42a",WpKoscian41251,4/22/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Kościan,ul. Piaskowa 42a,-999,-999,
1010,WpKozieosLes,PL0700A,"Koziegłowy, os.Leśne",,1/1/2018,,background,urban,container,WIELKOPOLSKIE,Koziegłowy,osiedle Leśne 22,52.449331,16.999683,powiat poznański
1011,WpKrotoszyn25315,,"Krotoszyn, ul. Floriańska 10",WpKrotoszyn25315,4/14/2003,12/31/2005,background,urban,in-house,WIELKOPOLSKIE,Krotoszyn,ul. Floriańska 10,-999,-999,
1012,WpLeszKiepur,PL0570A,"Leszno, ul. Kiepury",,11/1/2011,,background,urban,dust collector,WIELKOPOLSKIE,Leszno,ul. Kiepury,51.840461,16.605044,Leszno
1013,WpLeszno411000,PL0465A,"Leszno, ul Paderewskiego 8",WpLeszno411000,1/1/2003,10/31/2011,background,urban,container,WIELKOPOLSKIE,Leszno,ul. Paderewskiego,51.847778,16.574722,Leszno
1014,WpLeszno41501,,"Leszno, ul. Krótka 5",WpLeszno41501,4/22/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Leszno,ul. Krótka 5,-999,-999,Leszno
1015,WpLesznoOkrezna,,"Leszno, ul. Okrężna",WpLesznoOkrezna,1/1/2005,12/31/2005,background,urban,in-house,WIELKOPOLSKIE,Leszno,ul. Okrężna,51.492653,16.345727,powiat lubiński
1016,WpLubon63217,,"Luboń, ul. Powstańców Wlkp 42",WpLubon63217,1/2/2003,12/31/2005,background,urban,in-house,WIELKOPOLSKIE,Luboń,ul. Powstańców Wlkp,-999,-999,
1017,WpMosinaCzer,PL0798A,"Mosina, ul. Czereśniowa",,11/16/2020,,background,urban,container,WIELKOPOLSKIE,Mosina,ul. Czereśniowa,52.241136,16.864936,powiat poznański
1018,WpNoTomSzpit,PL0571A,"Nowy Tomyśl, ul. Sienkiewicza",,1/1/2012,,background,urban,dust collector,WIELKOPOLSKIE,Nowy Tomyśl,ul. Szpitalna,52.316728,16.141903,powiat nowotomyski
1019,WpNoweSkalmierzyce,,"Nowe Skalmierzyce, ul. Okólna 8",WpNoweSkalmierzyce,6/1/2002,12/18/2003,background,urban,in-house,WIELKOPOLSKIE,Nowe Skalmierzyce,ul. Okólna 8,-999,-999,
1020,WpNTomysl63700,,"Nowy Tomyśl, ul. Poznańska 30",WpNTomysl63700,1/1/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Nowy Tomyśl,ul. Poznańska,-999,-999,
1021,WpOborniki63,,Oborniki,WpOborniki63,2/1/2004,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Oborniki,ul. Piłsudskiego 76,-999,-999,
1022,WpOdolanow,,Odolanów,WpOdolanow,1/1/2004,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Odolanów,ul. Krotoszyńska 121,-999,-999,
1023,WpOpatowek,,Opatówek,WpOpatowek,1/1/2005,12/31/2005,background,urban,in-house,WIELKOPOLSKIE,Opatówek,,51.442521,18.125621,powiat ostrzeszowski
1024,WpOstrowWlkp.25103,,"Ostrów Wlkp.,ul. Rowińskiego 3",WpOstrowWlkp.25103,4/14/2003,12/31/2005,background,urban,in-house,WIELKOPOLSKIE,Ostrów Wielkopolski,ul. Rowińskiego 3,-999,-999,
1025,WpOstWieWyso,PL0179A,"Ostrów Wielkopolski, ul. Wysocka",,9/3/2004,,background,urban,dust collector,WIELKOPOLSKIE,Ostrów Wielkopolski,ul. Wysocka 57,51.637575,17.823156,powiat ostrowski
1026,WpPiaskiKrzy,PL0247A,"Piaski, Krzyżówka",,1/1/2005,,background,nonurban,container,WIELKOPOLSKIE,Krzyżówka,Piaski 10,52.501389,17.773464,powiat gnieźnieński
1027,WpPila57192,,"Piła, ul. Okrzei 8",WpPila57192,4/22/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Piła,ul. Okrzei 8,-999,-999,
1028,WpPilaKusoci,PL0468A,"Pila, ul. Kusocińskiego",,1/1/2003,,background,urban,container,WIELKOPOLSKIE,Piła,ul. Kusocińskiego,53.154408,16.759572,powiat pilski
1029,WpPleszAlMic,PL0624A,"Pleszew, Al. Mickiewicza",,11/24/2014,,background,urban,dust collector,WIELKOPOLSKIE,Pleszew,al. Mickiewicza,51.884922,17.791106,powiat pleszewski
1030,WpPoznan63003,,"Poznań, ul. Rycerska 10",WpPoznan63003,4/22/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Poznań,ul. Rycerska 10,-999,-999,Poznań
1031,WpPoznan63043,,"Poznań, ul. Polna 33",WpPoznan63043,4/22/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Poznań,ul. Polna 33,-999,-999,Poznań
1032,WpPoznan63047,,"Poznań, os. Armii Krajowej 100",WpPoznan63047,1/1/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Poznań,os. Armii Krajowej,-999,-999,Poznań
1033,WpPoznan63097,,"Poznań, ul. Kościuszki 118",WpPoznan63097,1/2/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Poznań,ul. Kościuszki,-999,-999,Poznań
1034,WpPoznan63099,,"Poznan, ul. Słowiańska 78",WpPoznan63099,1/2/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Poznań,ul. Słowiańska,-999,-999,Poznań
1035,WpPoznan63117,,"Poznań, ul. Kościuszki 92/98",WpPoznan63117,1/1/2003,12/31/2004,background,urban,container,WIELKOPOLSKIE,Poznań,ul. Kościuszki 92/98,-999,-999,Poznań
1036,WpPoznan63123,,"Poznan, ul. Chłapowskiego 12",WpPoznan63123,1/2/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Poznań,ul. Chłapowskiego 12,-999,-999,Poznań
1037,WpPoznanPM10szpital,PL0180A,"Poznan, ul. 28czerwca1956",WpPoznanPM10szpital,4/1/2004,12/31/2009,background,urban,NO DATA,WIELKOPOLSKIE,Poznań,ul. 28 Czerwca 1956 135/147,52.389444,16.920833,Poznań
1038,WpPoznChwial,PL0572A,"Poznan, ul. Chwialkowskiego",WpPoznanPOSIRPM10/11,1/1/2012,,background,urban,dust collector,WIELKOPOLSKIE,Poznań,ul. Chwiałkowskiego,52.392967,16.928428,Poznań
1039,WpPoznDabrow,PL0245A,"Poznań, ul. Dąbrowskiego",,1/1/2005,,background,urban,container,WIELKOPOLSKIE,Poznań,ul. Dąbrowskiego 169,52.420319,16.877289,Poznań
1040,WpPoznPolank,PL0244A,"Poznań, ul. Polanka",,1/1/2005,7/29/2022,background,urban,container,WIELKOPOLSKIE,Poznań,ul. Polanka,52.398175,16.959519,Poznań
1041,WpPoznRatajeMOB,PL0713A,Poznań - RatajeMOB,WpPoznRatajeMOB,1/1/2019,2/28/2021,background,urban,mobile,WIELKOPOLSKIE,Poznań,Żelazna,52.391728,16.998578,Poznań
1042,WpPoznSpycha,PL0572A,"Poznań, ul. Spychalskiego",,1/1/2012,,background,urban,dust collector,WIELKOPOLSKIE,Poznań,ul. Spychalskiego,52.392967,16.928428,Poznań
1043,WpPoznSzyman,PL0181A,"Poznań, ul. Szymanowskiego",,4/1/2004,,background,urban,dust collector,WIELKOPOLSKIE,Poznań,ul. Szymanowskiego 17,52.459192,16.9062,Poznań
1044,WpRawicz41303,,"Rawicz, Wały Dąbrowskiego 2",WpRawicz41303,4/22/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Rawicz,ul. Wały Dąbrowskiego 2,-999,-999,
1045,WpSwarzedz,,"Swarzędz, ul. Mielżyńskiego 1",WpSwarzedz,1/1/2005,12/31/2005,background,urban,in-house,WIELKOPOLSKIE,Swarzędz,ul. Mielżyńskiego 1,-999,-999,
1046,WpSwarzedz63224,,"Swarzędz, ul. A.Mickiewicza 1",WpSwarzedz63224,1/1/2003,12/31/2005,background,urban,in-house,WIELKOPOLSKIE,Swarzędz,ul. A.Mickiewicza,52.244133,17.044071,powiat poznański
1047,WpSzamotKollMOB,PL0801A,"Szamotuły, ul. Kołłątaja",,3/1/2021,,background,urban,mobile,WIELKOPOLSKIE,Szamotuły,ul. Kołłątaja,52.612277,16.58815,powiat szamotulski
1048,WpSzamotuly63602,,"Szamotuły, ul. Dworcowa 28",WpSzamotuly63602,1/1/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Szamotuły,ul. Dworcowa,-999,-999,
1049,WpTarPodZach,PL0532A,"Tarnowo Podgórne, ul. Zachodnia",,1/1/2010,8/10/2022,background,suburban,dust collector,WIELKOPOLSKIE,Tarnowo Podgórne,ul. Zachodnia,52.467407,16.645903,powiat poznański
1050,WpTurek31046,,"Turek, ul. Uniejowska 1a",WpTurek31046,4/22/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Turek,ul. Uniejowska 1a,-999,-999,
1051,WpWagrowiec57203,,"Wągrowiec, ul. Krótka 4",WpWagrowiec57203,4/22/2003,12/31/2004,background,urban,in-house,WIELKOPOLSKIE,Wągrowiec,ul. Krótka 4,-999,-999,
1052,WpWagrowLipo,PL0533A,"Wągrowiec, ul. Lipowa",,1/1/2010,,background,urban,dust collector,WIELKOPOLSKIE,Wągrowiec,ul. Lipowa,52.815539,17.208061,powiat wągrowiecki
1053,WpWKP003,PL0246A,WKPMscigniew,WpWKP003,1/1/2005,10/31/2010,background,nonurban,container,WIELKOPOLSKIE,Mścigniew,,51.894722,16.296944,powiat leszczyński
1054,WpWKP008,,WKPKalisz-Nowy Swiat,WpWKP008,4/1/2004,12/31/2009,background,urban,container,WIELKOPOLSKIE,Kalisz,ul. Nowy Swiat,-999,-999,Kalisz
1055,WpWKP009,,WKPPiotrkowice09,WpWKP009,1/1/2009,1/1/2014,background,nonurban,container,WIELKOPOLSKIE,Piotrkowice,,52.353806,18.345576,powiat koniński
1056,WpWKP010,,WpWKPAdamów10,WpWKP010,1/1/2009,12/18/2014,background,nonurban,container,WIELKOPOLSKIE,Adamów,,52.153849,18.362573,powiat koniński
1057,WpWrzesnia63346,,"Września, ul. Legii Wrzesińskiej 22",WpWrzesnia63346,1/1/2003,12/31/2005,background,urban,in-house,WIELKOPOLSKIE,Września,ul. Legii Wrzesińskiej,-999,-999,
1058,ZpGolGoleniowWSSE,,Goleniów,ZpGolGoleniowWSSE,1/1/1992,1/1/2005,background,urban,in-house,ZACHODNIOPOMORSKIE,Goleniów,ul. Pocztowa 36,53.5635,14.833255,powiat goleniowski
1059,ZpGryfGryfinoDO,PL0469A,Gryfino,ZpGryfGryfinoDO,1/1/2004,1/1/2012,background,urban,container,ZACHODNIOPOMORSKIE,Gryfino,ul. Słowackiego,53.248333,14.493611,powiat gryfiński
1060,ZpGryficeWSSE,,Gryfice,ZpGryficeWSSE,1/1/1992,12/31/2003,background,urban,in-house,ZACHODNIOPOMORSKIE,Gryfice,ul. 11 Listopada,53.91257,15.1929,powiat gryficki
1061,ZpGryfinoWSSE,,Gryfino_Flisacza,ZpGryfinoWSSE,1/1/1992,12/31/2003,background,urban,in-house,ZACHODNIOPOMORSKIE,Gryfino,ul. Flisacza 6,53.261896,14.493203,powiat gryfiński
1062,ZpGryfMarwiceDO,PL0314A,Marwice,ZpGryfMarwiceDO,1/1/2008,1/1/2012,background,nonurban,container,ZACHODNIOPOMORSKIE,Marwice,,53.165,14.413889,powiat gryfiński
1063,ZpGryfStokiDO,PL0470A,Stoki,ZpGryfStokiDO,1/1/2004,1/1/2012,background,nonurban,container,ZACHODNIOPOMORSKIE,Stoki,,52.946944,14.342222,powiat gryfiński
1064,ZpKamKamienPWSSE,PL0471A,Kamień Pomorski,ZpKamKamienPWSSE,1/1/1992,1/1/2010,background,urban,in-house,ZACHODNIOPOMORSKIE,Kamień Pomorski,ul. Wolińska 7,53.96189,14.77514,powiat kamieński
1065,ZpKolKasprowMOB,PL0802A,Kołobrzeg_KasprowiczaMOB,,1/12/2021,12/21/2021,background,urban,mobile,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Jana Kasprowicza,54.182603,15.579936,powiat kołobrzeski
1066,ZpKolKolobrzegWSSE,PL0472A,KołobrzegWSSE,ZpKolKolobrzegWSSE,2/24/2004,1/1/2010,background,urban,in-house,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Zdrojowa 3,54.183299,15.568399,powiat kołobrzeski
1067,ZpKolobrzegWSSE_1,,KołobrzegWSSE_1,ZpKolobrzegWSSE_1,1/1/1992,9/18/2003,background,urban,in-house,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Rodziewiczówny 13a,54.184861,15.562999,powiat kołobrzeski
1068,ZpKolobrzegWSSE_2,,KołobrzegWar,ZpKolobrzegWSSE_2,1/1/1992,12/31/2003,background,urban,in-house,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Waryńskiego,54.180105,15.572321,powiat kołobrzeski
1069,ZpKolZolkiew,PL0702A,"Kołobrzeg, ul. Żółkiewskiego",,1/1/2018,,background,urban,dust collector,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Żółkiewskiego,54.179324,15.596342,powiat kołobrzeski
1070,ZpKoszalinWSSE,PL0299A,Koszalin_Żwirowa,ZpKoszalinWSSE,1/1/2004,1/1/2010,background,urban,in-house,ZACHODNIOPOMORSKIE,Koszalin,ul. Zwycięstwa 136,54.190258,16.196066,Koszalin
1071,ZpKoszArKraj,PL0298A,"Koszalin, ul. Armii Krajowej",,10/5/2006,,communication,urban,container,ZACHODNIOPOMORSKIE,Koszalin,ul. Armii Krajowej,54.193986,16.172544,Koszalin
1072,ZpKoszChopin,PL0756A,"Koszalin, ul. Chopina",,1/1/2019,,background,urban,container,ZACHODNIOPOMORSKIE,Koszalin,ul. Chopina 42,54.194114,16.211672,Koszalin
1073,ZpKoszSpasow,PL0500A,"Koszalin, ul. Spasowskiego",,12/22/2009,,background,urban,dust collector,ZACHODNIOPOMORSKIE,Koszalin,ul. Spasowskiego 2f,54.207151,16.193236,Koszalin
1074,ZpKoszWSSEMors,,KoszalinMorska,ZpKoszWSSEMors,1/1/1992,1/1/2004,background,urban,in-house,ZACHODNIOPOMORSKIE,Koszalin,ul. Morska 43,54.199585,16.162706,Koszalin
1075,ZpKoszWSSEMtCas,,KoszalinMonteCasino,ZpKoszWSSEMtCas,1/1/1992,10/31/2003,background,urban,in-house,ZACHODNIOPOMORSKIE,Koszalin,ul. Monte Casino 9,54.197191,16.188195,Koszalin
1076,ZpMysDebnoWSSE,,Dębno,ZpMysDebnoWSSE,1/1/1992,1/1/2007,background,urban,in-house,ZACHODNIOPOMORSKIE,Dębno,ul. Gorzowska 3,52.740653,14.713149,powiat myśliborski
1077,ZpMyslMWSSE,,Myślibórz_Rynek,ZpMyslMWSSE,1/1/1992,12/31/2003,background,urban,in-house,ZACHODNIOPOMORSKIE,Myślibórz,ul. Rynek im. Jana Pawła II 1,52.924613,14.865751,powiat myśliborski
1078,ZpMyslZaBram,PL0534A,"Myślibórz, ul. Za Bramką",,4/20/2010,,background,urban,dust collector,ZACHODNIOPOMORSKIE,Myślibórz,ul. Za Bramką 8,52.926283,14.862809,powiat myśliborski
1079,ZpMysMysliborzWSSE,,Myślibórz,ZpMysMysliborzWSSE,1/1/2004,1/1/2007,communication,urban,in-house,ZACHODNIOPOMORSKIE,Myślibórz,ul. Piłsudskiego 12,52.916003,14.857194,powiat myśliborski
1080,ZpPolczSolanMOB,PL0774A,Uzdrowisko_Połczyn-Zdrój,ZpPolczSolanMOB,1/7/2020,12/31/2020,background,urban,mobile,ZACHODNIOPOMORSKIE,Połczyn-Zdrój,ul. Solankowa 8,53.755652,16.089278,powiat świdwiński
1081,ZpPolczynZdrWSSE,,Połczyn,ZpPolczynZdrWSSE,1/1/1992,9/27/2003,background,urban,in-house,ZACHODNIOPOMORSKIE,Połczyn-Zdrój,ul. Solankowa,53.766389,16.0975,powiat świdwiński
1082,ZpPolPoliceWSSE,,Police,ZpPolPoliceWSSE,1/1/1992,1/1/2007,background,urban,in-house,ZACHODNIOPOMORSKIE,Police,ul. Siedlecka 2,53.546878,14.561364,powiat policki
1083,ZpStarLipnikDO,PL0473A,Lipnik,ZpStarLipnikDO,1/1/2004,1/1/2012,background,nonurban,container,ZACHODNIOPOMORSKIE,Lipnik,,53.341667,14.963889,powiat stargardzki
1084,ZpStarStargardWSSE,PL0474A,Stargard Szczeciński,ZpStarStargardWSSE,1/1/1992,1/1/2010,communication,urban,in-house,ZACHODNIOPOMORSKIE,Stargard Szczeciński,ul. Czarnieckiego 34,53.337415,15.039209,powiat stargardzki
1085,ZpSwinoujscieWSSE,PL0475A,Świnoujście,ZpSwinoujscieWSSE,1/1/1992,6/29/2009,background,urban,container,ZACHODNIOPOMORSKIE,Świnoujście,ul. Żeromskiego 27,53.921851,14.23995,Świnoujście
1086,ZpSzcStorkowoDO,PL0313A,Storkowo,ZpSzcStorkowoDO,1/1/2008,1/1/2012,background,nonurban,container,ZACHODNIOPOMORSKIE,Storkowo,ul. Storkowo,53.779722,16.497222,powiat szczecinecki
1087,ZpSzcSzczecinek009,PL0536A,Szczecinek_Artyleryjska,ZpSzcSzczecinek009,1/1/2010,1/1/2015,background,urban,dust collector,ZACHODNIOPOMORSKIE,Szczecinek,ul. Artyleryjska 9,53.701978,16.707069,powiat szczecinecki
1088,ZpSzcSzczecinekPSSE,PL0300A,Szczecinek_PSSE,ZpSzcSzczecinekPSSE,1/1/2007,1/1/2010,background,urban,container,ZACHODNIOPOMORSKIE,Szczecinek,ul. Artyleryjska 9,53.701978,16.706069,powiat szczecinecki
1089,ZpSzcSzczecinekWSSE,,Szczecinek,ZpSzcSzczecinekWSSE,1/1/1992,1/1/2005,background,urban,in-house,ZACHODNIOPOMORSKIE,Szczecinek,ul. 28 Lutego,53.700083,16.701065,powiat szczecinecki
1090,ZpSzczAndr01,PL0248A,Szczecin_Andrzejewskiego,ZpSzczecin001,12/31/2004,,background,urban,container,ZACHODNIOPOMORSKIE,Szczecin,ul. Andrzejewskiego 23,53.380975,14.663347,Szczecin
1091,ZpSzczAndrze,PL0248A,"Szczecin, ul. Andrzejewskiego",,12/31/2004,,background,urban,container,ZACHODNIOPOMORSKIE,Szczecin,ul. Andrzejewskiego 23,53.380975,14.663347,Szczecin
1092,ZpSzczBudzWosMOB,PL0715A,Szczecin_Budzysza Wosia,ZpSzczBudzWosMOB,3/4/2019,1/2/2020,background,urban,mobile,ZACHODNIOPOMORSKIE,Szczecin,Budzysza Wosia,53.446761,14.507294,Szczecin
1093,ZpSzczec1Maj,PL0535A,"Szczecinek, ul. 1 Maja",,12/11/2009,,background,urban,dust collector,ZACHODNIOPOMORSKIE,Szczecinek,ul. 1 Maja 22,53.712114,16.692517,powiat szczecinecki
